"","X","post_date","wday","post_topic","post_style","post_tone","post_type","post_reactions","post_shares","post_comments","total_inter"
"1517",1517,"2019-05-09","Thu","Sexual Abstinence","Counsel","Neutral","status",28,5,0,33
"1518",1518,"2019-05-09","Thu","Intimate Relations","Counsel","Neutral","photo",25,3,13,41
"1519",1519,"2019-05-09","Thu","Sexual Abstinence","Counsel","Neutral","status",31,0,1,32
"1520",1520,"2019-05-09","Thu","Intimate Relations","Counsel","Neutral","photo",79,8,1,88
"1521",1521,"2019-05-11","Sat","Sexual Abstinence","Counsel","Enact fear","status",92,12,15,119
"1522",1522,"2019-05-10","Fri","Sexual Abstinence","Counsel","Neutral","photo",190,6,7,203
"1523",1523,"2019-05-10","Fri","Intimate Relations","Counsel","Neutral","status",81,12,9,102
"1524",1524,"2019-05-10","Fri","Sexual Abstinence","Counsel","Enact fear","status",80,12,61,153
"1525",1525,"2019-05-10","Fri","Sexual Abstinence","Counsel","Neutral","status",229,8,19,256
"1526",1526,"2019-05-10","Fri","Intimate Relations","Counsel","Neutral","status",21,9,2,32
"1527",1527,"2019-05-11","Sat","Intimate Relations","Counsel","Neutral","photo",28,1,5,34
"1528",1528,"2019-05-11","Sat","Intimate Relations","Counsel","Neutral","photo",14,1,0,15
"1529",1529,"2019-05-12","Sun","Intimate Relations","Counsel","Neutral","status",12,0,0,12
"1530",1530,"2019-05-12","Sun","Sexual Abstinence","Counsel","Neutral","status",196,7,42,245
"1531",1531,"2019-05-12","Sun","Intimate Relations","Counsel","Neutral","photo",164,5,4,173
"1532",1532,"2019-05-12","Sun","Intimate Relations","Request for opinion","Neutral","status",21,0,0,21
"1533",1533,"2019-05-12","Sun","Intimate Relations","Counsel","Neutral","status",160,6,42,208
"1534",1534,"2019-05-12","Sun","Sexual Abstinence","Counsel","Neutral","status",138,7,15,160
"1535",1535,"2019-05-14","Tue","Intimate Relations","Counsel","Neutral","status",7,1,0,8
"1536",1536,"2019-05-13","Mon","Intimate Relations","Counsel","Neutral","photo",170,5,11,186
"1537",1537,"2019-05-14","Tue","Sexual Abstinence","Storytelling","Enact fear","status",80,8,9,97
"1538",1538,"2019-05-13","Mon","Intimate Relations","Request for opinion","Neutral","status",6,0,14,20
"1539",1539,"2019-05-14","Tue","Sexual Purity","Counsel","Neutral","status",40,12,8,60
"1540",1540,"2019-05-15","Wed","Intimate Relations","Counsel","Neutral","status",4,0,0,4
"1541",1541,"2019-05-14","Tue","Sexual Abstinence","Counsel","Neutral","photo",446,14,60,520
"1542",1542,"2019-05-15","Wed","Sexual Abstinence","Counsel","Stigma","status",12,1,0,13
"1543",1543,"2019-05-14","Tue","Sexual Abstinence","Counsel","Neutral","status",481,8,113,602
"1544",1544,"2019-05-14","Tue","Sexual Abstinence","Counsel","Stigma","status",194,5,23,222
"1545",1545,"2019-05-15","Wed","Sexual Purity","Counsel","Enact fear","status",28,0,4,32
"1546",1546,"2019-05-15","Wed","Sexual Purity","Counsel","Neutral","status",17,1,0,18
"1547",1547,"2019-05-15","Wed","Sexual Abstinence","Request for opinion","Neutral","status",168,4,264,436
"1548",1548,"2019-05-15","Wed","Intimate Relations","Request for opinion","Neutral","status",85,1,133,219
"1549",1549,"2019-05-15","Wed","Intimate Relations","Counsel","Guilt","status",210,16,49,275
"1550",1550,"2019-05-24","Fri","Intimate Relations","Request for opinion","Neutral","status",2,0,1,3
"1551",1551,"2019-05-16","Thu","Intimate Relations","Counsel","Neutral","status",14,0,0,14
"1552",1552,"2019-05-16","Thu","Intimate Relations","Counsel","Neutral","status",38,7,6,51
"1553",1553,"2019-05-16","Thu","Intimate Relations","Counsel","Neutral","status",5,2,0,7
"1554",1554,"2019-05-15","Wed","Intimate Relations","Counsel","Neutral","photo",569,97,26,692
"1555",1555,"2019-05-16","Thu","Sexual Purity","Counsel","Neutral","status",147,3,19,169
"1556",1556,"2019-05-24","Fri","Intimate Relations","Request for opinion","Neutral","status",6,0,0,6
"1557",1557,"2019-05-16","Thu","Intimate Relations","Counsel","Neutral","status",13,1,0,14
"1558",1558,"2019-05-16","Thu","Intimate Relations","Counsel","Neutral","photo",73,3,12,88
"1559",1559,"2019-05-16","Thu","Intimate Relations","Counsel","Guilt","status",311,26,51,388
"1560",1560,"2019-05-16","Thu","Intimate Relations","Counsel","Neutral","status",29,6,6,41
"1561",1561,"2019-05-18","Sat","Sexual Abstinence","Counsel","Neutral","status",28,1,7,36
"1562",1562,"2019-05-17","Fri","Intimate Relations","Counsel","Neutral","photo",44,10,11,65
"1563",1563,"2019-05-17","Fri","Intimate Relations","Counsel","Neutral","photo",67,6,3,76
"1564",1564,"2019-05-18","Sat","Sexual Abstinence","Counsel","Guilt","status",74,1,9,84
"1565",1565,"2019-05-18","Sat","Intimate Relations","Request for opinion","Neutral","status",49,1,90,140
"1566",1566,"2019-05-18","Sat","Intimate Relations","Storytelling","Neutral","status",79,3,11,93
"1567",1567,"2019-05-18","Sat","Sexual Purity","Counsel","Neutral","status",43,0,8,51
"1568",1568,"2019-05-18","Sat","Intimate Relations","Counsel","Neutral","status",48,4,3,55
"1569",1569,"2019-05-18","Sat","Sexual Abstinence","Counsel","Neutral","photo",584,29,64,677
"1570",1570,"2019-05-18","Sat","Intimate Relations","Counsel","Neutral","photo",30,5,2,37
"1571",1571,"2019-05-22","Wed","Intimate Relations","Counsel","Neutral","status",2,0,1,3
"1572",1572,"2019-05-20","Mon","Intimate Relations","Counsel","Neutral","status",19,0,2,21
"1573",1573,"2019-05-20","Mon","Intimate Relations","Counsel","Neutral","status",44,4,15,63
"1574",1574,"2019-05-19","Sun","Sexual Abstinence","Counsel","Neutral","status",58,20,9,87
"1575",1575,"2019-05-19","Sun","Sexual Abstinence","Storytelling","Neutral","status",757,84,183,1024
"1576",1576,"2019-05-24","Fri","Intimate Relations","Counsel","Neutral","status",49,43,12,104
"1577",1577,"2019-05-24","Fri","Sexual Abstinence","Counsel","Neutral","status",6,1,0,7
"1578",1578,"2019-05-21","Tue","Intimate Relations","Counsel","Neutral","status",21,2,0,23
"1579",1579,"2019-05-20","Mon","Sexual Purity","Counsel","Neutral","status",183,44,29,256
"1580",1580,"2019-05-21","Tue","Intimate Relations","Counsel","Neutral","status",6,2,0,8
"1581",1581,"2019-05-20","Mon","Intimate Relations","Counsel","Neutral","status",9,1,0,10
"1582",1582,"2019-05-21","Tue","Intimate Relations","Counsel","Neutral","status",50,9,15,74
"1583",1583,"2019-05-20","Mon","Intimate Relations","Storytelling","Neutral","status",108,4,43,155
"1584",1584,"2019-05-20","Mon","Sexual Abstinence","Counsel","Neutral","status",26,0,2,28
"1585",1585,"2019-05-21","Tue","Intimate Relations","Counsel","Neutral","photo",331,25,11,367
"1586",1586,"2019-05-21","Tue","Sexual Purity","Counsel","Neutral","status",154,7,10,171
"1587",1587,"2019-05-22","Wed","Sexual Purity","Request for opinion","Neutral","status",30,2,13,45
"1588",1588,"2019-05-21","Tue","Intimate Relations","Counsel","Neutral","status",28,1,0,29
"1589",1589,"2019-05-21","Tue","Intimate Relations","Counsel","Neutral","status",48,0,0,48
"1590",1590,"2019-05-23","Thu","Intimate Relations","Counsel","Neutral","status",8,0,0,8
"1591",1591,"2019-05-22","Wed","Sexual Abstinence","Request for opinion","Neutral","status",43,0,42,85
"1592",1592,"2019-05-22","Wed","Intimate Relations","Counsel","Neutral","status",23,3,0,26
"1593",1593,"2019-05-23","Thu","Intimate Relations","Storytelling","Guilt","photo",88,6,6,100
"1594",1594,"2019-05-24","Fri","Sexual Abstinence","Counsel","Neutral","status",114,12,31,157
"1595",1595,"2019-05-24","Fri","Sexual Abstinence","Counsel","Enact fear","photo",295,19,16,330
"1596",1596,"2019-05-25","Sat","Intimate Relations","Counsel","Neutral","status",44,12,11,67
"1597",1597,"2019-05-27","Mon","Intimate Relations","Storytelling","Neutral","status",227,26,62,315
"1598",1598,"2019-05-29","Wed","Sexual Abstinence","Counsel","Neutral","photo",86,1,11,98
"1599",1599,"2019-05-28","Tue","Sexual Abstinence","Counsel","Guilt","status",281,36,45,362
"1600",1600,"2019-01-09","Wed","Intimate Relations","Counsel","Neutral","status",103,63,14,180
"1601",1601,"2018-12-13","Thu","Family Planning","Storytelling","Enact fear","status",102,20,14,136
"1602",1602,"2018-11-30","Fri","Sexual Abstinence","Counsel","Stigma","status",10,0,0,10
"1603",1603,"2018-11-30","Fri","Intimate Relations","Counsel","Neutral","status",6,0,0,6
"1604",1604,"2018-11-30","Fri","Sexual Abstinence","Request for opinion","Neutral","status",37,2,61,100
"1605",1605,"2018-11-30","Fri","Sexual Abstinence","Counsel","Neutral","status",5,0,1,6
"1606",1606,"2018-11-30","Fri","Intimate Relations","Counsel","Neutral","status",1,0,0,1
"1607",1607,"2018-11-30","Fri","Sexual Purity","Counsel","Stigma","status",68,18,7,93
"1608",1608,"2018-11-30","Fri","Intimate Relations","Request for opinion","Neutral","status",9,0,4,13
"1609",1609,"2018-11-30","Fri","Intimate Relations","Counsel","Neutral","status",4,0,0,4
"1610",1610,"2018-11-29","Thu","Sexual Abstinence","Counsel","Stigma","status",21,1,0,22
"1611",1611,"2018-11-29","Thu","Sexual Abstinence","Request for opinion","Neutral","status",49,1,84,134
"1612",1612,"2018-11-26","Mon","Intimate Relations","Counsel","Neutral","status",168,45,36,249
"1613",1613,"2018-11-26","Mon","Intimate Relations","Counsel","Neutral","status",10,3,1,14
"1614",1614,"2018-11-26","Mon","Sexual Abstinence","Counsel","Neutral","status",58,3,31,92
"1615",1615,"2018-11-26","Mon","Sexual Abstinence","Request for opinion","Neutral","status",131,0,282,413
"1616",1616,"2018-11-26","Mon","Sexual Abstinence","Counsel","Enact fear","status",85,2,38,125
"1617",1617,"2018-11-26","Mon","Intimate Relations","Counsel","Neutral","status",11,0,0,11
"1618",1618,"2018-11-26","Mon","Intimate Relations","Counsel","Neutral","status",78,4,27,109
"1619",1619,"2018-11-25","Sun","Sexual Purity","Counsel","Neutral","status",23,0,0,23
"1620",1620,"2018-11-25","Sun","Intimate Relations","Counsel","Neutral","status",147,31,21,199
"1621",1621,"2018-11-25","Sun","Sexual Abstinence","Counsel","Enact fear","status",6,0,0,6
"1622",1622,"2018-11-24","Sat","Sexual Abstinence","Counsel","Neutral","status",256,3,150,409
"1623",1623,"2018-11-24","Sat","Intimate Relations","Storytelling","Neutral","status",162,34,37,233
"1624",1624,"2018-11-24","Sat","Sexual Abstinence","Counsel","Stigma","status",54,2,38,94
"1625",1625,"2018-11-24","Sat","Intimate Relations","Counsel","Neutral","status",49,5,3,57
"1626",1626,"2018-11-24","Sat","Family Planning","Counsel","Neutral","status",22,6,0,28
"1627",1627,"2018-11-24","Sat","Intimate Relations","Counsel","Neutral","status",9,0,0,9
"1628",1628,"2018-11-24","Sat","Sexual Abstinence","Counsel","Neutral","status",20,0,6,26
"1629",1629,"2018-11-24","Sat","Sexual Abstinence","Counsel","Guilt","status",20,0,3,23
"1630",1630,"2018-11-24","Sat","Sexual Abstinence","Counsel","Neutral","status",5,0,0,5
"1631",1631,"2018-11-24","Sat","Intimate Relations","Storytelling","Neutral","status",6,0,0,6
"1632",1632,"2018-11-23","Fri","Intimate Relations","Counsel","Neutral","status",54,23,13,90
"1633",1633,"2018-11-23","Fri","Intimate Relations","Counsel","Neutral","status",18,3,1,22
"1634",1634,"2018-11-23","Fri","Intimate Relations","Counsel","Neutral","status",36,10,9,55
"1635",1635,"2018-11-23","Fri","Sexual Purity","Counsel","Neutral","status",51,8,5,64
"1636",1636,"2018-11-23","Fri","Sexual Abstinence","Counsel","Enact fear","status",26,1,1,28
"1637",1637,"2018-11-23","Fri","Intimate Relations","Request for opinion","Neutral","status",30,0,61,91
"1638",1638,"2018-11-23","Fri","Intimate Relations","Counsel","Neutral","status",44,8,2,54
"1639",1639,"2018-11-23","Fri","Intimate Relations","Counsel","Neutral","status",78,21,20,119
"1640",1640,"2018-11-23","Fri","Intimate Relations","Counsel","Neutral","status",35,13,1,49
"1641",1641,"2018-11-23","Fri","Intimate Relations","Counsel","Neutral","status",51,6,6,63
"1642",1642,"2018-11-23","Fri","Sexual Abstinence","Storytelling","Neutral","status",162,57,16,235
"1643",1643,"2018-11-22","Thu","Intimate Relations","Counsel","Neutral","status",55,10,8,73
"1644",1644,"2018-11-22","Thu","Intimate Relations","Counsel","Neutral","status",95,1,3,99
"1645",1645,"2018-11-22","Thu","Intimate Relations","Counsel","Neutral","status",48,6,2,56
"1646",1646,"2018-11-22","Thu","Intimate Relations","Counsel","Neutral","photo",18,4,7,29
"1647",1647,"2018-11-22","Thu","Intimate Relations","Counsel","Guilt","status",42,5,7,54
"1648",1648,"2018-11-22","Thu","Intimate Relations","Counsel","Neutral","status",7,1,1,9
"1649",1649,"2018-11-22","Thu","Intimate Relations","Counsel","Neutral","status",4,1,0,5
"1650",1650,"2018-11-22","Thu","Intimate Relations","Counsel","Neutral","status",66,10,7,83
"1651",1651,"2018-11-22","Thu","Sexual Abstinence","Counsel","Enact fear","status",6,2,0,8
"1652",1652,"2018-11-22","Thu","Intimate Relations","Counsel","Neutral","status",58,29,15,102
"1653",1653,"2018-11-22","Thu","Intimate Relations","Counsel","Neutral","status",3,3,0,6
"1654",1654,"2018-11-22","Thu","Sexual Purity","Counsel","Neutral","status",61,1,11,73
"1655",1655,"2018-11-22","Thu","Intimate Relations","Counsel","Neutral","status",15,2,0,17
"1656",1656,"2018-11-22","Thu","Intimate Relations","Counsel","Neutral","status",60,6,5,71
"1657",1657,"2018-11-22","Thu","Sexual Purity","Counsel","Neutral","status",56,2,7,65
"1658",1658,"2018-11-22","Thu","Intimate Relations","Counsel","Neutral","status",17,3,1,21
"1659",1659,"2018-11-21","Wed","Sexual Abstinence","Request for opinion","Neutral","status",24,2,26,52
"1660",1660,"2018-11-21","Wed","Intimate Relations","Counsel","Neutral","status",69,2,7,78
"1661",1661,"2018-11-21","Wed","Intimate Relations","Counsel","Neutral","status",20,2,0,22
"1662",1662,"2018-11-21","Wed","Sexual Abstinence","Counsel","Enact fear","status",56,2,12,70
"1663",1663,"2018-11-20","Tue","Sexual Abstinence","Counsel","Guilt","status",146,49,69,264
"1664",1664,"2018-11-20","Tue","Intimate Relations","Counsel","Neutral","status",60,9,14,83
"1665",1665,"2018-11-20","Tue","Intimate Relations","Counsel","Neutral","status",98,12,15,125
"1666",1666,"2018-11-20","Tue","Intimate Relations","Counsel","Neutral","status",19,0,0,19
"1667",1667,"2018-11-20","Tue","Intimate Relations","Counsel","Neutral","status",53,27,5,85
"1668",1668,"2018-11-20","Tue","Intimate Relations","Counsel","Neutral","status",9,2,6,17
"1669",1669,"2018-11-19","Mon","Intimate Relations","Counsel","Neutral","status",44,4,7,55
"1670",1670,"2018-11-19","Mon","Sexual Abstinence","Request for opinion","Neutral","status",70,1,129,200
"1671",1671,"2018-11-19","Mon","Sexual Abstinence","Counsel","Neutral","status",54,1,7,62
"1672",1672,"2018-11-18","Sun","Sexual Abstinence","Counsel","Neutral","status",23,0,11,34
"1673",1673,"2018-11-18","Sun","Sexual Abstinence","Counsel","Neutral","status",29,2,22,53
"1674",1674,"2018-11-18","Sun","Sexual Abstinence","Counsel","Neutral","status",145,6,248,399
"1675",1675,"2018-11-18","Sun","Intimate Relations","Storytelling","Neutral","status",56,2,16,74
"1676",1676,"2018-11-18","Sun","Intimate Relations","Counsel","Neutral","status",51,1,6,58
"1677",1677,"2018-11-18","Sun","Intimate Relations","Counsel","Enact fear","status",126,15,37,178
"1678",1678,"2018-11-18","Sun","Intimate Relations","Request for opinion","Neutral","status",11,0,20,31
"1679",1679,"2018-11-18","Sun","Intimate Relations","Request for opinion","Neutral","status",13,0,14,27
"1680",1680,"2018-11-17","Sat","Sexual Abstinence","Counsel","Neutral","status",148,2,18,168
"1681",1681,"2018-11-17","Sat","Intimate Relations","Storytelling","Neutral","status",78,10,16,104
"1682",1682,"2018-11-17","Sat","Sexual Purity","Counsel","Stigma","status",88,3,25,116
"1683",1683,"2018-11-17","Sat","Intimate Relations","Counsel","Neutral","status",23,1,3,27
"1684",1684,"2018-11-16","Fri","Intimate Relations","Counsel","Neutral","status",33,2,6,41
"1685",1685,"2018-11-16","Fri","Sexual Purity","Counsel","Neutral","status",28,1,1,30
"1686",1686,"2018-11-16","Fri","Sexual Abstinence","Counsel","Neutral","status",18,0,4,22
"1687",1687,"2018-11-16","Fri","Intimate Relations","Counsel","Guilt","status",326,32,169,527
"1688",1688,"2018-11-16","Fri","Intimate Relations","Request for opinion","Neutral","status",21,1,5,27
"1689",1689,"2018-11-16","Fri","Intimate Relations","Counsel","Neutral","status",137,21,44,202
"1690",1690,"2018-11-16","Fri","Sexual Abstinence","Request for opinion","Neutral","status",52,1,201,254
"1691",1691,"2018-11-15","Thu","Intimate Relations","Counsel","Neutral","status",36,6,0,42
"1692",1692,"2018-11-15","Thu","Intimate Relations","Counsel","Neutral","status",8,2,0,10
"1693",1693,"2018-11-15","Thu","Sexual Abstinence","Counsel","Guilt","status",25,1,0,26
"1694",1694,"2018-11-15","Thu","Sexual Purity","Counsel","Enact fear","status",17,2,0,19
"1695",1695,"2018-11-15","Thu","Intimate Relations","Counsel","Neutral","status",4,0,0,4
"1696",1696,"2018-11-15","Thu","Sexual Abstinence","Counsel","Enact fear","status",4,0,0,4
"1697",1697,"2018-11-15","Thu","Sexual Abstinence","Counsel","Neutral","status",10,0,2,12
"1698",1698,"2018-11-15","Thu","Intimate Relations","Request for opinion","Neutral","status",16,1,50,67
"1699",1699,"2018-11-15","Thu","Sexual Purity","Counsel","Neutral","status",2,0,0,2
"1700",1700,"2018-11-14","Wed","Sexual Abstinence","Request for opinion","Neutral","status",21,0,29,50
"1701",1701,"2018-11-14","Wed","Intimate Relations","Request for opinion","Neutral","status",10,0,4,14
"1702",1702,"2018-11-14","Wed","Sexual Abstinence","Counsel","Enact fear","status",7,2,1,10
"1703",1703,"2018-11-14","Wed","Sexual Abstinence","Counsel","Enact fear","status",3,0,0,3
"1704",1704,"2018-11-14","Wed","Intimate Relations","Counsel","Neutral","status",10,1,2,13
"1705",1705,"2018-11-14","Wed","Sexual Purity","Counsel","Enact fear","status",5,0,0,5
"1706",1706,"2018-11-14","Wed","Intimate Relations","Request for opinion","Neutral","status",6,0,4,10
"1707",1707,"2018-11-14","Wed","Sexual Purity","Counsel","Stigma","status",9,4,0,13
"1708",1708,"2018-11-14","Wed","Intimate Relations","Counsel","Neutral","status",23,4,5,32
"1709",1709,"2018-11-14","Wed","Sexual Purity","Counsel","Neutral","status",2,0,0,2
"1710",1710,"2018-11-14","Wed","Intimate Relations","Counsel","Guilt","status",26,5,0,31
"1711",1711,"2018-11-14","Wed","Sexual Abstinence","Counsel","Enact fear","status",20,0,1,21
"1712",1712,"2018-11-14","Wed","Sexual Abstinence","Counsel","Enact fear","status",7,1,0,8
"1713",1713,"2018-11-14","Wed","Intimate Relations","Counsel","Neutral","status",60,17,14,91
"1714",1714,"2018-11-14","Wed","Sexual Abstinence","Request for opinion","Neutral","status",17,0,8,25
"1715",1715,"2018-11-14","Wed","Sexual Abstinence","Counsel","Neutral","status",11,2,0,13
"1716",1716,"2018-11-14","Wed","Sexual Abstinence","Counsel","Enact fear","status",6,1,0,7
"1717",1717,"2018-11-13","Tue","Sexual Purity","Counsel","Neutral","status",22,1,4,27
"1718",1718,"2018-11-13","Tue","Intimate Relations","Counsel","Neutral","photo",66,4,8,78
"1719",1719,"2018-11-13","Tue","Intimate Relations","Counsel","Neutral","status",11,14,0,25
"1720",1720,"2018-11-13","Tue","Sexual Abstinence","Counsel","Neutral","status",82,6,16,104
"1721",1721,"2018-11-13","Tue","Intimate Relations","Counsel","Neutral","status",46,3,13,62
"1722",1722,"2018-11-13","Tue","Intimate Relations","Request for opinion","Neutral","status",67,1,32,100
"1723",1723,"2018-11-13","Tue","Intimate Relations","Request for opinion","Neutral","status",3,0,1,4
"1724",1724,"2018-11-13","Tue","Sexual Purity","Experience sharing","Neutral","status",62,12,14,88
"1725",1725,"2018-11-13","Tue","Intimate Relations","Counsel","Enact fear","photo",65,22,11,98
"1726",1726,"2018-11-13","Tue","Sexual Abstinence","Counsel","Neutral","photo",145,14,14,173
"1727",1727,"2018-11-13","Tue","Sexual Abstinence","Counsel","Stigma","status",2,0,0,2
"1728",1728,"2018-11-12","Mon","Intimate Relations","Counsel","Neutral","status",113,22,14,149
"1729",1729,"2018-11-12","Mon","Sexual Abstinence","Counsel","Neutral","status",26,3,2,31
"1730",1730,"2018-11-12","Mon","Sexual Purity","Counsel","Stigma","status",62,2,18,82
"1731",1731,"2018-11-12","Mon","Sexual Abstinence","Counsel","Neutral","status",16,1,0,17
"1732",1732,"2018-11-12","Mon","Intimate Relations","Counsel","Neutral","status",4,0,0,4
"1733",1733,"2018-11-12","Mon","Intimate Relations","Counsel","Neutral","status",178,32,96,306
"1734",1734,"2018-11-12","Mon","Sexual Purity","Counsel","Neutral","status",18,0,0,18
"1735",1735,"2018-12-11","Tue","Sexual Purity","Counsel","Stigma","status",118,1,15,134
"1736",1736,"2018-11-11","Sun","Intimate Relations","Request for opinion","Neutral","status",51,0,116,167
"1737",1737,"2018-11-11","Sun","Sexual Abstinence","Counsel","Neutral","status",13,0,0,13
"1738",1738,"2018-11-11","Sun","Intimate Relations","Counsel","Neutral","status",19,0,3,22
"1739",1739,"2018-11-11","Sun","Sexual Purity","Storytelling","Enact fear","status",76,17,17,110
"1740",1740,"2018-11-11","Sun","Intimate Relations","Counsel","Neutral","status",14,0,2,16
"1741",1741,"2018-11-10","Sat","Sexual Purity","Counsel","Enact fear","status",23,0,2,25
"1742",1742,"2018-06-01","Fri","Intimate Relations","Counsel","Neutral","status",229,20,60,309
"1743",1743,"2018-06-01","Fri","Intimate Relations","Counsel","Neutral","status",382,56,61,499
"1744",1744,"2018-06-01","Fri","Intimate Relations","Counsel","Neutral","status",118,18,13,149
"1745",1745,"2018-06-02","Sat","Intimate Relations","Counsel","Neutral","status",270,10,14,294
"1746",1746,"2018-06-03","Sun","Intimate Relations","Counsel","Neutral","status",448,118,88,654
"1747",1747,"2018-06-03","Sun","Sexual Abstinence","Counsel","Neutral","status",220,3,24,247
"1748",1748,"2018-06-04","Mon","Sexual Abstinence","Counsel","Neutral","status",69,5,3,77
"1749",1749,"2018-06-04","Mon","Intimate Relations","Counsel","Neutral","status",114,3,11,128
"1750",1750,"2018-06-04","Mon","Intimate Relations","Storytelling","Neutral","status",333,119,26,478
"1751",1751,"2018-06-04","Mon","Intimate Relations","Counsel","Neutral","status",40,1,8,49
"1752",1752,"2018-06-04","Mon","Intimate Relations","Counsel","Neutral","status",368,26,71,465
"1753",1753,"2018-06-04","Mon","Intimate Relations","Storytelling","Neutral","status",247,47,42,336
"1754",1754,"2018-06-04","Mon","Intimate Relations","Request for opinion","Neutral","status",55,1,27,83
"1755",1755,"2018-06-06","Wed","Sexual Abstinence","Counsel","Guilt","status",41,4,0,45
"1756",1756,"2018-06-05","Tue","Intimate Relations","Counsel","Neutral","status",161,20,30,211
"1757",1757,"2018-06-06","Wed","Intimate Relations","Counsel","Guilt","status",231,10,61,302
"1758",1758,"2018-06-06","Wed","Intimate Relations","Counsel","Neutral","status",455,52,70,577
"1759",1759,"2018-06-06","Wed","Intimate Relations","Counsel","Neutral","status",13,1,0,14
"1760",1760,"2018-06-06","Wed","Intimate Relations","Counsel","Neutral","status",67,31,14,112
